Country,YearBuilt,Type,Length_m,BrandPrestige,Price_USD
Other,2020,Motor,74.38,4,14378859.22
Other,2024,Motor,39.42,2,2962503.95
Turkey,2024,Motor,33.54,3,2370681.79
UK,2020,Motor,19.62,2,404093.52
Germany,2023,Motor,38.11,1,2348004.19
Other,2024,Motor,38.42,4,3814020.83
Other,2020,Motor,7.43,5,59620.23
Greece,2018,Sailing,35.93,1,1190244.3
USA,2019,Motor,20.52,1,483911.82
Other,2021,Motor,25.53,4,1297060.26
Germany,2020,Motor,7.82,3,62679.85
Other,2023,Motor,17.38,3,471392.76
Other,2018,Motor,72.42,3,11594203.7
Italy,2022,Motor,29.71,3,2026110.26
Other,2019,Motor,8.19,3,48485.34
Greece,2020,Motor,28.77,2,1137031.18
Other,2020,Sailing,15.19,5,290651.18
Other,2021,Sailing,28.77,2,947686.17
USA,2019,Motor,7.37,1,30970.18
Other,2021,Motor,40.48,4,4041358.97
Other,2024,Motor,49.4,5,9815202.5
USA,2023,Motor,31.49,4,2386847.37
Greece,2024,Sailing,18.25,4,442696.93
Italy,2020,Sailing,27.71,4,1474723.46
USA,2024,Motor,36.92,1,2495485.59
Other,2020,Sailing,59.28,4,8678238.51
Other,2024,Motor,30.43,4,2214352.9
Italy,2021,Catamaran,28.33,5,2373995.91
Italy,2019,Motor,79.5,3,20337830.29
Greece,2019,Motor,32.23,3,1560728.82
Turkey,2023,Motor,71.15,4,16622651.76
USA,2019,Motor,57.4,4,9748109.29
Other,2024,Sailing,24.32,1,525048.67
Spain,2021,Motor,11.92,4,211074.39
Other,2022,Motor,14.79,4,311272.11
USA,2024,Motor,29.09,3,1688069.82
Other,2023,Motor,34.85,2,1598766.77
USA,2024,Motor,72.1,4,22771619.62
UK,2021,Motor,8.3,2,56105.8
Germany,2021,Motor,19.78,3,621896.66
Other,2019,Motor,16.05,4,285163.33
UK,2024,Motor,44.76,3,6220724.9
USA,2020,Motor,6.28,4,44530.15
Netherlands,2021,Motor,24.4,1,749195.03
UK,2020,Motor,32.01,5,3455025.04
Other,2022,Sailing,35.11,4,2483105.5
Netherlands,2024,Motor,13.53,3,270883.58
Italy,2024,Motor,6.2,3,44833.47
Italy,2022,Motor,38.69,3,3950440.24
France,2019,Motor,18.21,3,409538.27
USA,2024,Sailing,33.1,1,1658580.19
Spain,2019,Motor,91.45,2,19891665.89
Germany,2019,Motor,27.01,3,1104257.84
Germany,2024,Motor,54.45,3,9302476.97
Italy,2022,Sailing,27.0,3,1223519.08
France,2022,Motor,32.11,2,2254498.62
Other,2022,Motor,9.34,5,132682.09
USA,2021,Motor,10.52,3,109921.82
Other,2021,Motor,12.41,4,206663.96
Germany,2018,Motor,36.27,2,1845929.64
Netherlands,2023,Motor,56.25,3,9702392.63
USA,2024,Catamaran,36.34,2,3063446.44
USA,2023,Motor,6.05,5,65843.42
Other,2022,Motor,9.99,2,87183.15
Italy,2019,Motor,78.06,3,20551070.26
Italy,2024,Motor,13.17,3,302557.39
Spain,2018,Motor,6.45,4,33712.43
Italy,2024,Motor,32.45,2,1866876.0
Italy,2019,Motor,41.73,3,3713059.79
Spain,2019,Motor,29.2,1,943690.99
Italy,2019,Motor,48.12,4,6842739.73
USA,2024,Motor,15.85,2,381763.68
Other,2020,Motor,34.93,1,1494436.17
Netherlands,2023,Sailing,11.13,2,121760.88
USA,2021,Motor,44.72,4,5669541.62
Spain,2024,Motor,11.3,4,217396.49
Other,2024,Motor,42.71,4,5695938.19
Other,2023,Motor,31.75,1,1466976.74
Germany,2024,Motor,17.92,1,320934.15
Other,2022,Catamaran,10.24,3,106411.21
Spain,2022,Motor,41.87,2,3191749.97
Spain,2023,Motor,13.96,4,324839.72
USA,2021,Catamaran,21.81,1,538125.62
Netherlands,2023,Motor,31.47,3,1939640.19
Other,2021,Motor,30.55,5,2201843.56
Spain,2023,Motor,35.91,3,2741320.31
Italy,2018,Motor,29.86,4,1944043.1
USA,2021,Motor,15.03,3,312821.25
USA,2024,Motor,35.36,1,2520805.2
Other,2024,Motor,40.21,1,2259485.39
France,2022,Motor,13.05,4,269997.6
Netherlands,2024,Sailing,6.55,4,48025.6
Italy,2020,Motor,39.85,2,3288661.4
Italy,2021,Motor,28.34,3,1550405.65
Germany,2024,Motor,81.1,3,20529008.74
France,2024,Motor,31.88,2,1740972.6
Greece,2022,Catamaran,30.25,3,1372015.23
Other,2023,Motor,48.24,5,9855006.96
Spain,2019,Motor,25.42,4,1100313.6
UK,2022,Catamaran,36.03,4,3569240.6
UK,2021,Motor,38.72,5,5249385.45
Other,2018,Motor,19.08,4,514116.98
Other,2023,Sailing,35.56,1,1582917.27
France,2022,Motor,12.88,5,319378.86
UK,2020,Motor,19.52,1,337882.72
Italy,2020,Motor,7.12,3,50987.77
Other,2023,Motor,43.97,3,4580480.3
Other,2023,Catamaran,9.16,2,66360.49
Other,2018,Sailing,36.64,5,2869209.17
Italy,2018,Motor,33.8,3,2200246.0
USA,2022,Motor,27.89,3,1533061.88
Spain,2022,Motor,30.99,1,1182332.89
Spain,2019,Motor,32.73,3,1558580.42
Italy,2018,Sailing,15.9,5,408614.78
Other,2024,Motor,15.37,2,252381.04
Italy,2019,Motor,32.68,4,2311261.95
USA,2024,Motor,32.32,4,3375632.96
Italy,2019,Motor,80.43,4,24106474.19
Turkey,2022,Motor,11.69,3,134991.15
Other,2019,Sailing,38.99,3,2204915.87
UK,2021,Sailing,34.0,4,2300766.5
France,2024,Motor,46.89,4,7361910.19
USA,2021,Motor,30.92,3,2074473.8
Netherlands,2023,Sailing,39.89,2,2789979.16
USA,2018,Motor,58.86,4,9029921.43
UK,2020,Sailing,20.48,2,486252.45
Other,2020,Motor,39.82,4,2819929.04
Other,2020,Motor,31.06,3,1758743.6
Italy,2020,Motor,32.45,1,1579533.77
USA,2020,Motor,17.59,3,418053.88
Italy,2024,Sailing,43.67,3,5013616.0
Spain,2024,Motor,19.14,1,433308.6
France,2024,Motor,19.9,2,583330.89
Spain,2020,Motor,12.29,4,173760.94
USA,2020,Motor,100.1,5,50917855.61
Italy,2024,Motor,12.02,2,191140.89
Italy,2021,Motor,39.58,5,6848200.93
Other,2024,Motor,32.97,2,1637659.3
Netherlands,2019,Motor,7.55,2,40228.71
Turkey,2023,Motor,31.33,4,2093220.25
USA,2024,Sailing,35.41,5,4991513.99
USA,2024,Motor,15.47,2,376647.32
USA,2021,Motor,19.55,5,992305.0
Italy,2018,Sailing,11.83,3,122861.6
Other,2024,Motor,10.58,3,133080.83
Other,2023,Motor,90.05,3,24309938.44
Spain,2024,Motor,14.68,2,233662.57
Turkey,2019,Motor,40.34,2,2130092.47
Other,2020,Motor,13.14,3,148453.88
Other,2021,Motor,85.24,3,17762379.33
Italy,2023,Motor,9.23,4,130073.16
France,2021,Catamaran,9.02,2,66702.02
UK,2021,Sailing,8.94,3,66472.35
Italy,2021,Motor,29.62,1,1173906.23
France,2020,Motor,41.24,5,5650242.56
Italy,2022,Motor,9.2,4,54152.0
Netherlands,2022,Motor,35.94,3,2583107.12
UK,2020,Motor,38.21,3,3156255.28
Turkey,2022,Motor,43.14,1,2313661.55
Spain,2024,Sailing,33.59,3,2078650.1
Spain,2023,Sailing,21.16,2,526746.97
Greece,2021,Motor,29.82,2,1311622.64
USA,2022,Sailing,7.1,2,35959.61
Spain,2024,Catamaran,34.8,1,1805415.26
Germany,2020,Motor,41.72,2,3080151.12
Spain,2023,Motor,24.52,5,1903499.38
USA,2022,Sailing,34.51,3,2180346.56
Other,2020,Sailing,30.96,4,1566102.86
France,2019,Motor,37.46,1,1709142.43
USA,2022,Motor,30.07,4,2199154.81
Italy,2023,Motor,26.82,5,2017193.46
Italy,2021,Motor,29.73,5,2979802.63
Italy,2018,Motor,75.21,5,25882848.64
USA,2022,Sailing,38.85,3,3375092.62
France,2018,Motor,28.48,3,1266507.93
USA,2022,Motor,73.42,2,14393266.21
Germany,2023,Motor,43.1,1,3508725.28
Other,2020,Sailing,31.29,3,1247740.5
Germany,2023,Motor,59.18,2,9908073.33
Other,2021,Motor,12.66,5,258040.83
USA,2021,Motor,43.44,4,5755269.28
France,2022,Motor,28.53,4,1772361.21
Other,2024,Motor,13.26,1,163312.56
USA,2020,Motor,33.69,2,1938748.31
UK,2022,Motor,146.49,2,72666858.72
Netherlands,2024,Catamaran,23.85,1,740935.38
Netherlands,2022,Motor,65.19,5,20299317.27
Italy,2022,Motor,15.36,4,466323.07
Other,2020,Sailing,26.01,1,558661.32
France,2020,Motor,41.12,1,2405242.68
Netherlands,2020,Catamaran,33.6,5,2951673.98
Italy,2023,Motor,27.81,3,1770572.98
Netherlands,2024,Sailing,27.12,3,1209887.87
Other,2019,Motor,23.87,3,770848.93
Other,2024,Motor,44.34,3,4598731.93
Turkey,2018,Catamaran,15.17,3,175240.42
Italy,2019,Motor,36.47,2,2834023.73
Other,2022,Motor,6.7,2,32642.72
Turkey,2023,Motor,34.1,3,2540385.02
Other,2021,Motor,28.37,4,1578231.5
France,2022,Sailing,34.86,3,2225370.32
Other,2023,Motor,14.46,1,189588.01
Spain,2018,Motor,19.82,3,429365.93
Netherlands,2019,Catamaran,38.0,1,1852379.63
Italy,2019,Sailing,26.31,4,1359052.74
Turkey,2021,Motor,25.27,3,800076.13
Other,2022,Motor,26.72,4,1172113.38
Germany,2021,Motor,27.01,2,1203581.09
France,2019,Motor,18.55,2,427447.1
USA,2019,Motor,7.88,3,62155.83
USA,2023,Motor,30.36,3,1940403.08
Other,2022,Motor,9.6,3,96238.82
Turkey,2021,Sailing,30.02,4,1399540.85
Other,2022,Motor,20.38,4,603208.04
Turkey,2022,Motor,44.23,4,4447548.64
Italy,2021,Motor,22.35,1,612885.13
Spain,2024,Motor,13.8,5,447908.49
Netherlands,2022,Sailing,20.68,1,471110.41
USA,2023,Motor,36.21,4,4051724.46
UK,2022,Motor,26.69,1,985744.54
Germany,2023,Motor,28.84,1,1053454.78
Other,2019,Motor,41.59,4,3510045.9
France,2023,Motor,13.11,3,258135.41
Greece,2023,Motor,42.88,5,6477560.19
USA,2023,Motor,14.13,4,362066.57
Germany,2023,Motor,7.68,3,58660.49
Spain,2018,Motor,46.84,2,3826511.79
USA,2018,Catamaran,25.3,3,909385.8
USA,2022,Motor,10.38,1,99542.3
Turkey,2020,Motor,49.14,3,4575889.06
Germany,2022,Motor,81.54,4,28312861.34
UK,2021,Catamaran,31.53,3,1607382.88
USA,2019,Motor,31.39,3,1702919.23
USA,2018,Sailing,41.49,4,4047270.79
UK,2023,Motor,37.86,4,4185137.33
Netherlands,2023,Motor,68.12,4,18258804.59
France,2019,Motor,31.12,4,2118787.91
Other,2020,Motor,64.51,4,10144397.53
Greece,2023,Motor,6.43,3,33013.67
Spain,2024,Motor,33.95,1,1771183.65
Spain,2024,Motor,24.19,1,814750.9
Other,2022,Motor,6.01,4,34511.57
USA,2023,Motor,39.72,2,3302524.61
UK,2019,Motor,24.75,4,1142898.26
Greece,2020,Sailing,14.46,2,148492.31
UK,2022,Motor,39.38,3,3424428.02
Netherlands,2018,Motor,35.55,3,2334571.45
Other,2018,Sailing,43.48,1,2042511.9
Turkey,2023,Motor,19.12,1,421813.03
USA,2018,Motor,54.04,2,5873760.38
Italy,2020,Motor,12.04,2,159433.74
USA,2024,Sailing,32.62,3,2211962.58
Other,2021,Motor,8.81,2,66723.61
Other,2019,Motor,31.49,5,2031650.18
France,2024,Motor,27.37,1,1335354.95
Germany,2023,Motor,33.21,2,2027159.12
USA,2018,Motor,25.81,2,850153.01
Italy,2024,Motor,119.81,4,78851971.42
Italy,2018,Motor,23.14,4,1107616.46
Turkey,2020,Motor,13.05,4,189156.25
Germany,2022,Motor,57.74,3,7041975.34
Italy,2024,Motor,34.84,5,5716754.86
Italy,2020,Motor,7.59,2,39360.9
Germany,2019,Motor,79.87,5,26052736.77
Greece,2022,Motor,35.2,3,2437200.18
France,2021,Motor,63.35,2,10569452.04
USA,2024,Motor,42.88,3,5638627.97
Other,2019,Motor,54.51,3,5622202.04
Italy,2021,Sailing,55.66,5,12119426.76
USA,2024,Motor,26.01,2,1185786.35
Other,2023,Motor,39.64,2,3011793.8
Netherlands,2019,Motor,12.37,5,272569.24
Italy,2024,Motor,27.72,4,2139788.62
Other,2021,Motor,15.48,4,402149.43
Other,2022,Sailing,29.6,3,1237216.35
USA,2022,Sailing,27.37,1,900390.03
Other,2021,Catamaran,31.74,3,1626881.11
Germany,2018,Sailing,7.78,1,28412.68
Turkey,2021,Motor,37.64,2,2103989.52
USA,2024,Motor,33.98,3,2497771.02
Germany,2024,Motor,32.39,3,2148915.91
USA,2020,Motor,48.52,4,6682797.72
Other,2022,Sailing,8.67,2,55467.83
Other,2024,Motor,17.22,3,443153.04
Other,2022,Motor,64.29,3,9364314.83
USA,2019,Motor,23.54,3,844754.5
UK,2024,Motor,32.92,5,4481735.01
Netherlands,2019,Motor,44.02,1,2889854.96
USA,2022,Sailing,19.2,4,630297.51
Germany,2021,Motor,23.8,3,763957.66
Italy,2023,Motor,17.42,4,639835.19
Netherlands,2023,Motor,16.23,1,283619.75
Spain,2021,Sailing,29.15,2,998670.55
Germany,2020,Motor,8.68,2,59431.9
USA,2019,Motor,28.48,4,1761860.82
Spain,2021,Motor,30.9,4,1975600.95
Other,2021,Motor,36.79,3,2518536.03
France,2023,Motor,13.67,4,342250.61
Germany,2023,Motor,38.39,2,3275682.42
Other,2023,Sailing,23.56,4,1026750.38
USA,2023,Motor,38.14,3,3870753.45
Germany,2021,Motor,14.25,3,261797.83
Turkey,2018,Motor,106.41,4,37436198.61
France,2018,Motor,40.8,1,2261455.82
UK,2023,Motor,27.77,4,1880002.03
Italy,2020,Motor,35.17,3,2312420.08
Other,2023,Sailing,38.92,2,2606114.5
Italy,2024,Motor,115.2,4,86489949.51
Other,2021,Sailing,40.7,4,3354700.28
USA,2022,Catamaran,20.98,3,808635.41
Other,2022,Motor,35.62,1,1752705.15
Other,2019,Motor,40.27,3,2838058.21
USA,2021,Motor,32.76,2,2106474.79
Spain,2021,Motor,15.28,4,344822.91
Netherlands,2022,Motor,44.18,4,5002811.75
Germany,2022,Motor,117.44,5,93947987.79
USA,2018,Motor,33.97,5,3893698.78
France,2019,Motor,40.21,2,2354742.56
Italy,2019,Motor,19.8,2,520112.72
USA,2022,Motor,101.04,3,40100660.3
USA,2020,Motor,38.78,3,3194659.89
Italy,2023,Motor,15.73,3,382139.15
Netherlands,2024,Sailing,49.87,2,5998472.18
Spain,2020,Motor,9.95,2,79611.21
Italy,2023,Motor,58.68,5,18154068.73
Greece,2023,Motor,28.62,4,1769997.98
USA,2024,Catamaran,31.32,3,2095578.15
Netherlands,2024,Motor,36.92,5,5189795.68
Germany,2023,Motor,47.7,3,5756838.68
France,2021,Motor,25.45,3,1205114.1
Other,2018,Motor,31.48,1,1051812.74
France,2024,Motor,39.77,3,4673546.8
Turkey,2019,Sailing,15.07,2,160124.61
Germany,2018,Motor,25.12,5,1520326.74
Spain,2024,Sailing,32.86,3,2057168.6
USA,2024,Motor,31.89,1,1899816.84
USA,2021,Motor,118.35,4,62875168.47
Italy,2021,Sailing,35.59,2,2448027.14
Germany,2024,Motor,38.75,2,3322501.67
Other,2021,Sailing,58.16,5,11525894.45
UK,2020,Sailing,40.23,2,2509170.76
Turkey,2020,Sailing,37.13,3,1857052.39
USA,2022,Motor,39.37,2,3538673.49
Turkey,2020,Motor,35.74,2,1455647.34
France,2022,Motor,30.04,4,1946163.76
Italy,2022,Motor,10.56,1,105769.95
Italy,2024,Motor,36.71,2,3667494.38
USA,2019,Motor,25.24,3,1072680.78
France,2022,Sailing,29.75,2,1307925.04
Greece,2022,Motor,28.68,4,1813380.78
Spain,2023,Sailing,40.07,2,2591483.33
Other,2023,Motor,10.98,2,120255.89
France,2021,Catamaran,26.8,3,1162648.08
Turkey,2021,Motor,27.99,1,739503.03
USA,2024,Sailing,10.59,2,120476.2
Italy,2023,Motor,78.14,4,27472870.5
USA,2020,Motor,23.79,5,1401633.9
Other,2021,Motor,73.06,4,15758602.96
Italy,2023,Sailing,7.97,4,58046.48
Turkey,2019,Motor,12.67,4,169648.1
Germany,2024,Motor,27.46,2,1187198.67
Other,2021,Motor,32.14,3,1665537.58
Italy,2018,Sailing,29.87,3,1292885.74
Netherlands,2021,Motor,21.26,3,773605.48
Spain,2024,Motor,75.64,5,30699330.21
Turkey,2018,Sailing,38.8,3,1830365.59
Spain,2022,Motor,38.47,1,2096372.14
Turkey,2022,Motor,24.02,4,929745.59
Spain,2021,Motor,40.69,4,3532368.07
Netherlands,2019,Motor,34.82,1,1495927.15
Italy,2024,Motor,134.1,4,107480068.22
UK,2023,Motor,77.19,5,40211851.02
France,2022,Motor,14.61,4,284768.78
UK,2022,Motor,19.72,2,534140.96
UK,2023,Motor,60.97,3,11335194.91
Other,2024,Motor,145.5,2,68112369.83
Italy,2022,Motor,45.54,4,7146685.11
USA,2022,Motor,13.8,3,309569.54
Italy,2019,Motor,33.59,3,2318561.62
Greece,2023,Motor,39.12,3,3391837.86
Spain,2020,Motor,30.92,3,1561132.33
Other,2019,Sailing,24.21,3,582654.34
France,2022,Motor,26.05,2,1005139.92
Italy,2024,Motor,42.43,3,5482815.81
Spain,2019,Catamaran,39.2,3,2160114.49
France,2023,Motor,26.35,1,963740.22
Turkey,2022,Catamaran,36.41,1,1390106.29
Spain,2024,Sailing,9.08,1,53924.85
France,2020,Motor,7.85,4,75469.07
Turkey,2022,Motor,42.9,4,4145411.68
Netherlands,2023,Motor,11.59,5,264034.64
UK,2021,Motor,35.4,5,4124531.06
Turkey,2022,Motor,24.06,2,712445.56
Other,2020,Motor,68.9,3,10849957.09
Other,2024,Sailing,37.06,3,2149038.6
Turkey,2022,Motor,76.11,3,16285248.35
Germany,2021,Motor,28.97,5,2310933.92
Greece,2021,Motor,35.88,3,2103942.93
USA,2019,Sailing,32.05,5,2558080.67
Greece,2021,Catamaran,25.17,2,707877.55
Italy,2018,Motor,9.25,4,91916.46
Italy,2021,Motor,15.47,4,1366015.97
Other,2024,Motor,139.42,2,75667041.52
Other,2023,Motor,70.98,3,16682254.77
Spain,2024,Sailing,11.63,1,104635.56
Spain,2024,Sailing,7.3,3,40209.54
Other,2021,Sailing,34.28,1,1250114.65
France,2023,Motor,7.41,3,54003.19
Germany,2023,Motor,65.76,2,12604144.43
Italy,2023,Motor,29.82,2,1859831.22
France,2022,Motor,21.34,2,633414.12
USA,2020,Motor,31.43,4,2059224.89
Italy,2018,Motor,53.08,5,9629757.0
UK,2024,Motor,13.17,3,324224.04
Other,2024,Sailing,59.28,3,9225096.3
France,2023,Motor,24.94,2,976127.12
Turkey,2022,Motor,37.97,4,2879536.7
Other,2022,Motor,19.19,4,586755.28
Germany,2023,Motor,29.23,3,1618018.4
Netherlands,2021,Motor,42.85,1,3030004.14
Italy,2021,Sailing,7.1,4,56252.03
USA,2024,Motor,32.58,2,2279262.73
Other,2023,Motor,26.0,5,1595953.15
USA,2023,Motor,50.42,3,6360967.06
Other,2024,Motor,43.98,5,8105002.54
Greece,2021,Motor,12.45,3,170653.4
USA,2021,Motor,35.17,2,1961238.12
Greece,2019,Motor,14.37,2,201084.52
Spain,2022,Motor,103.55,5,71880591.45
Other,2024,Motor,30.95,2,3899333.26
USA,2019,Motor,25.89,5,1873596.55
Netherlands,2020,Motor,28.78,4,1655979.54
Germany,2021,Motor,16.3,3,323486.87
Other,2024,Sailing,34.3,4,2490284.08
Other,2024,Sailing,27.24,2,1033528.95
Other,2024,Motor,8.61,1,55043.59
Netherlands,2019,Motor,33.55,5,2635731.63
France,2023,Motor,66.23,2,10536427.52
Spain,2022,Motor,25.67,3,1194467.81
Spain,2021,Motor,40.15,1,2438915.45
Other,2024,Motor,79.56,3,20212789.91
UK,2023,Motor,31.92,2,1665113.75
USA,2018,Motor,83.12,4,22294290.95
UK,2024,Motor,37.6,4,4579644.35
Turkey,2021,Motor,78.87,3,15052510.48
Italy,2018,Motor,42.28,1,2437989.17
USA,2019,Sailing,33.13,2,1371560.53
France,2019,Motor,32.51,3,1681133.27
Italy,2023,Motor,15.15,4,437222.96
France,2020,Motor,43.07,1,2889815.94
USA,2021,Motor,31.59,2,1770125.56
Other,2018,Motor,15.73,1,153991.39
Other,2018,Motor,12.77,3,156189.36
Italy,2021,Motor,36.8,2,2502581.71
USA,2022,Motor,72.46,5,26742042.81
USA,2020,Motor,21.43,2,670289.19
Germany,2021,Motor,43.96,1,3218173.27
Netherlands,2022,Motor,36.62,3,2777859.17
Other,2024,Motor,32.81,3,2036514.61
Greece,2022,Sailing,39.31,4,6292563.66
Netherlands,2022,Motor,57.93,3,9133347.8
USA,2020,Motor,33.87,4,2617175.85
Other,2020,Motor,7.94,4,62066.17
Other,2023,Motor,31.24,4,2299294.51
Germany,2023,Motor,19.06,2,553510.33
France,2023,Motor,44.83,2,4799009.28
Other,2024,Sailing,14.88,4,317724.35
USA,2023,Motor,11.9,4,285821.22
Turkey,2022,Motor,48.14,3,4043119.68
Italy,2020,Motor,9.54,3,123136.2
UK,2021,Sailing,27.62,4,1531934.59
Other,2023,Motor,53.96,5,12359929.97
Germany,2022,Motor,37.73,4,3571799.28
USA,2022,Motor,40.42,4,5203690.31
Other,2019,Motor,75.54,4,15503281.48
Other,2020,Motor,11.7,4,173599.84
UK,2024,Motor,34.44,1,1813587.9
Netherlands,2019,Sailing,44.18,4,3908911.53
USA,2020,Motor,6.81,2,33054.24
Spain,2021,Motor,21.65,4,835750.02
Netherlands,2023,Motor,41.89,1,3184174.08
Germany,2024,Motor,11.22,1,128623.59
Other,2018,Motor,10.59,5,146692.94
UK,2021,Sailing,8.97,1,44633.77
UK,2022,Motor,12.23,5,307411.07
Other,2024,Motor,6.04,2,27349.62
Other,2023,Sailing,6.17,3,25120.47
USA,2021,Motor,35.25,4,2875465.39
Netherlands,2023,Motor,36.76,3,3075429.58
Spain,2022,Motor,39.99,2,2587512.29
Other,2024,Motor,29.36,5,2645173.38
Spain,2021,Motor,17.42,3,390044.19
Italy,2024,Sailing,57.6,3,8281983.71
USA,2022,Motor,72.54,4,21705830.46
Other,2021,Motor,6.1,2,23973.9
USA,2019,Motor,75.76,2,9042407.18
Other,2024,Motor,28.75,3,1749071.33
Other,2019,Motor,38.58,2,2232517.59
Spain,2022,Motor,31.33,2,1560449.2
Spain,2020,Motor,42.56,3,3657217.55
Other,2020,Motor,44.57,4,4897395.23
UK,2022,Motor,32.5,4,2607285.42
Turkey,2024,Sailing,39.42,2,2268328.54
Other,2022,Catamaran,26.68,2,794195.19
USA,2018,Motor,28.43,1,927613.56
Italy,2023,Motor,18.47,4,836284.66
Germany,2024,Motor,25.79,1,965070.03
UK,2022,Motor,12.57,5,388042.89
Other,2022,Sailing,27.21,2,793752.94
Other,2021,Motor,18.62,4,629361.63
Turkey,2024,Motor,34.96,3,2655430.22
Italy,2022,Motor,6.91,4,70816.01
Germany,2022,Motor,34.84,4,2832568.06
USA,2019,Motor,42.77,2,3337939.43
USA,2020,Motor,10.28,2,101941.17
USA,2023,Motor,14.81,5,524998.13
Other,2023,Motor,26.82,4,1474439.57
Other,2020,Motor,43.71,2,3046805.6
Other,2022,Motor,29.98,4,1624151.17
Spain,2020,Motor,44.34,2,3484013.39
Spain,2022,Sailing,15.54,3,269124.0
Other,2024,Motor,31.2,3,1780360.19
Italy,2024,Motor,30.81,3,2044443.72
Turkey,2024,Sailing,7.51,2,38786.9
Spain,2018,Motor,44.57,5,5215213.66
Italy,2024,Sailing,44.96,2,4684318.4
Other,2020,Catamaran,21.61,4,711572.59
France,2020,Motor,13.74,2,185653.13
USA,2022,Sailing,26.78,4,1388560.26
Other,2020,Motor,23.8,3,805677.87
Turkey,2022,Sailing,36.57,4,2332654.15
Other,2021,Motor,27.01,3,1093560.37
UK,2021,Sailing,44.95,3,4512657.17
France,2024,Motor,27.63,4,2015726.08
Other,2024,Sailing,27.27,1,839853.85
France,2023,Motor,30.57,2,1672224.05
UK,2019,Motor,30.77,5,2518455.52
Germany,2018,Motor,33.96,3,2062886.43
Netherlands,2024,Motor,26.66,3,1461461.07
Other,2021,Motor,31.89,4,2162230.92
USA,2023,Motor,44.88,4,6944138.19
Other,2024,Sailing,32.41,1,1357484.34
Other,2024,Motor,32.21,4,3242749.53
Spain,2024,Sailing,15.99,3,325999.68
Netherlands,2020,Motor,25.99,4,783863.68
UK,2021,Motor,9.3,1,60432.95
UK,2020,Motor,6.37,4,42803.75
Other,2021,Motor,28.21,1,751031.2
UK,2022,Motor,41.18,3,4370112.93
Other,2021,Motor,26.42,5,1738181.16
Netherlands,2019,Motor,37.25,4,2991276.5
Other,2021,Catamaran,24.19,3,937937.58
France,2019,Sailing,23.54,5,1278038.02
USA,2018,Motor,82.5,4,24433455.93
Netherlands,2024,Sailing,35.06,3,2685323.79
France,2022,Motor,42.91,4,5546031.66
Turkey,2020,Sailing,37.19,1,1282969.03
USA,2020,Motor,57.27,4,10562727.63
Spain,2023,Motor,35.23,5,4408800.92
Italy,2019,Motor,47.08,5,8888319.77
USA,2022,Motor,32.37,2,2045945.92
France,2023,Motor,42.89,3,4936496.67
Other,2022,Motor,68.86,3,12728405.72
France,2018,Sailing,27.78,1,748821.76
Other,2020,Motor,6.2,4,29725.46
UK,2019,Motor,27.42,4,1287648.36
Italy,2023,Motor,44.1,2,4555049.53
Other,2024,Motor,28.69,3,1614847.18
Spain,2023,Motor,43.8,4,5083546.09
Italy,2020,Motor,9.39,3,97673.48
Germany,2021,Motor,37.68,3,2587670.77
Greece,2022,Motor,16.87,3,353072.43
Other,2020,Motor,42.54,5,5067362.73
Italy,2021,Motor,24.62,3,1204430.92
Germany,2018,Motor,40.91,4,3414332.68
Netherlands,2022,Motor,33.01,2,2145489.22
USA,2024,Motor,75.29,2,17202366.1
Italy,2023,Motor,41.39,2,3899541.08
Netherlands,2023,Motor,22.0,5,1320547.6
Italy,2020,Motor,37.89,4,4012509.73
Germany,2020,Motor,44.09,2,3978902.44
France,2018,Sailing,58.01,2,4806290.96
Other,2022,Sailing,42.09,3,2929899.1
Netherlands,2019,Sailing,48.13,1,2397873.35
Other,2020,Motor,41.28,4,3706764.24
Netherlands,2019,Motor,19.57,1,371165.28
Italy,2022,Motor,29.12,3,2108024.74
Italy,2024,Motor,11.42,3,234678.15
Netherlands,2024,Motor,79.21,3,23763525.09
USA,2018,Motor,10.37,3,116764.08
UK,2021,Motor,26.9,1,976160.03
USA,2024,Sailing,7.49,3,50662.31
UK,2021,Motor,41.69,3,4270701.72
Other,2024,Motor,16.85,3,422206.69
Netherlands,2020,Motor,43.58,2,3448723.65
USA,2023,Motor,18.25,4,799410.08
Other,2020,Motor,42.83,2,2697690.9
Spain,2023,Motor,27.4,4,1640363.38
Greece,2021,Motor,42.57,3,4010914.07
USA,2018,Motor,73.12,4,16601935.1
Netherlands,2024,Motor,35.66,2,2976778.02
Netherlands,2018,Sailing,40.28,3,2956289.44
USA,2024,Sailing,31.94,5,3498854.62
Italy,2024,Motor,27.99,3,2154494.33
Other,2022,Motor,122.34,4,60361741.14
Germany,2021,Motor,11.41,2,130740.9
Other,2021,Motor,75.12,4,16350869.3
Other,2024,Motor,6.69,2,44475.78
Other,2021,Motor,33.16,2,1730106.69
Other,2024,Motor,41.55,3,4057689.26
UK,2024,Motor,10.65,3,171623.96
Germany,2024,Motor,80.62,4,31723664.87
Other,2022,Motor,26.28,1,740105.84
Spain,2024,Sailing,33.18,4,2359101.93
Italy,2023,Sailing,42.03,4,4570695.42
Netherlands,2023,Motor,10.34,5,229507.82
Germany,2022,Motor,86.45,4,28420077.61
Turkey,2024,Motor,73.2,4,17524258.58
Greece,2021,Motor,8.92,3,64648.6
Other,2023,Sailing,36.64,3,2350179.89
